pair_id,time,final_mod_type,clean_mod_type,broad_category,filename_ori,filename_mod,delta_mean,delta_std,delta_median,delta_max,delta_l2,delta_p90,delta_p95,active_dims_q75_global,stable_core_mean_delta,volatile_shell_mean_delta,stable_to_volatile_ratio
10,11,audioldm2_pitchU4,audioldm2_pitchU4,4. AI + DSP,pair_10_comp_11s.wav,pair_10_comp_11s_audioldm2_pitchU4.wav,1.629559,1.276518,1.364489,8.262927,66.240463,3.411590,4.082575,542,1.312362,2.398178,0.547233
10,11,audioldm2_tempo090,audioldm2_tempo090,4. AI + DSP,pair_10_comp_11s.wav,pair_10_comp_11s_audioldm2_tempo090.wav,1.721120,1.442538,1.372924,12.581606,71.862419,3.643906,4.447411,567,1.213738,2.556396,0.474785
10,11,audioldm2_tempo095,audioldm2_tempo095,4. AI + DSP,pair_10_comp_11s.wav,pair_10_comp_11s_audioldm2_tempo095.wav,1.674537,1.288424,1.418346,9.526743,67.611023,3.437823,4.221364,566,1.363144,2.300181,0.592625
10,11,audioldm2_tempo105,audioldm2_tempo105,4. AI + DSP,pair_10_comp_11s.wav,pair_10_comp_11s_audioldm2_tempo105.wav,1.611124,1.270679,1.333014,8.492115,65.661201,3.436215,4.079375,534,1.220993,2.262237,0.539728
10,11,audioldm2_tempo110,audioldm2_tempo110,4. AI + DSP,pair_10_comp_11s.wav,pair_10_comp_11s_audioldm2_tempo110.wav,1.657153,1.281893,1.395587,10.858933,67.042908,3.373642,4.047194,561,1.291253,2.319085,0.556794
10,11,audioldm2_pitchU4_tempo110,audioldm2_pitchU4_tempo110,4. AI + DSP,pair_10_comp_11s.wav,pair_10_comp_11s_audioldm2_pitchU4_tempo110.wav,1.669440,1.314399,1.397470,9.823299,67.992836,3.456053,4.158453,558,1.300109,2.468311,0.526720
10,11,audioldm2_pitchD4_tempo090,audioldm2_pitchD4_tempo090,4. AI + DSP,pair_10_comp_11s.wav,pair_10_comp_11s_audioldm2_pitchD4_tempo090.wav,1.618166,1.272285,1.327355,9.579426,65.870049,3.296325,4.018879,537,1.296713,2.355609,0.550479
10,46,audioldm2_pitchD4,audioldm2_pitchD4,4. AI + DSP,pair_10_comp_46s.wav,pair_10_comp_46s_audioldm2_pitchD4.wav,1.728686,1.335872,1.471393,8.005429,69.910355,3.639068,4.284956,588,1.329037,2.354799,0.564395
10,46,audioldm2_pitchD2,audioldm2_pitchD2,4. AI + DSP,pair_10_comp_46s.wav,pair_10_comp_46s_audioldm2_pitchD2.wav,1.699017,1.282602,1.397767,6.688484,68.121124,3.476938,4.130107,553,1.190053,2.141590,0.555687
10,46,audioldm2_pitchU2,audioldm2_pitchU2,4. AI + DSP,pair_10_comp_46s.wav,pair_10_comp_46s_audioldm2_pitchU2.wav,1.628536,1.226423,1.428580,7.180426,65.237968,3.382270,3.968703,563,1.157442,2.078476,0.556870
10,46,audioldm2_pitchU4,audioldm2_pitchU4,4. AI + DSP,pair_10_comp_46s.wav,pair_10_comp_46s_audioldm2_pitchU4.wav,1.631748,1.211484,1.384959,7.400045,65.034012,3.312740,4.030002,561,1.201071,2.241419,0.535853
10,46,audioldm2_tempo090,audioldm2_tempo090,4. AI + DSP,pair_10_comp_46s.wav,pair_10_comp_46s_audioldm2_tempo090.wav,1.636235,1.243024,1.359865,6.549328,65.754913,3.352078,4.125552,554,1.249457,2.087813,0.598453
10,46,audioldm2_tempo095,audioldm2_tempo095,4. AI + DSP,pair_10_comp_46s.wav,pair_10_comp_46s_audioldm2_tempo095.wav,1.637788,1.289120,1.396505,8.068074,66.696625,3.425149,4.095621,551,1.166877,2.304918,0.506255
10,46,audioldm2_tempo105,audioldm2_tempo105,4. AI + DSP,pair_10_comp_46s.wav,pair_10_comp_46s_audioldm2_tempo105.wav,1.657028,1.272848,1.328433,7.421970,66.863029,3.434603,4.105131,543,1.255923,2.201983,0.570360
10,46,audioldm2_tempo110,audioldm2_tempo110,4. AI + DSP,pair_10_comp_46s.wav,pair_10_comp_46s_audioldm2_tempo110.wav,1.658910,1.268707,1.363633,8.231213,66.830231,3.409221,4.103086,550,1.228696,2.339321,0.525236
10,46,audioldm2_pitchU4_tempo110,audioldm2_pitchU4_tempo110,4. AI + DSP,pair_10_comp_46s.wav,pair_10_comp_46s_audioldm2_pitchU4_tempo110.wav,1.641378,1.191713,1.412848,7.222717,64.907959,3.320912,3.961379,567,1.261891,2.129893,0.592467
10,46,audioldm2_pitchD4_tempo090,audioldm2_pitchD4_tempo090,4. AI + DSP,pair_10_comp_46s.wav,pair_10_comp_46s_audioldm2_pitchD4_tempo090.wav,1.864180,1.449155,1.558686,9.335173,75.558075,3.932333,4.632460,603,1.337855,2.716158,0.492554
10,58,audioldm2_pitchD4,audioldm2_pitchD4,4. AI + DSP,pair_10_comp_58s.wav,pair_10_comp_58s_audioldm2_pitchD4.wav,1.565621,1.202162,1.377240,6.944166,63.165474,3.108200,3.780860,555,1.228636,2.321097,0.529334
10,58,audioldm2_pitchD2,audioldm2_pitchD2,4. AI + DSP,pair_10_comp_58s.wav,pair_10_comp_58s_audioldm2_pitchD2.wav,1.535176,1.173510,1.272117,7.409132,61.834488,3.127482,3.636170,523,1.288013,2.146819,0.599963
10,58,audioldm2_pitchU2,audioldm2_pitchU2,4. AI + DSP,pair_10_comp_58s.wav,pair_10_comp_58s_audioldm2_pitchU2.wav,1.545126,1.193350,1.338195,7.069344,62.473808,3.254931,3.827110,540,1.190053,2.196376,0.541826
10,58,audioldm2_pitchU4,audioldm2_pitchU4,4. AI + DSP,pair_10_comp_58s.wav,pair_10_comp_58s_audioldm2_pitchU4.wav,1.585897,1.257687,1.294044,7.847803,64.770134,3.325089,4.115157,523,1.277866,2.159174,0.591831
10,58,audioldm2_tempo090,audioldm2_tempo090,4. AI + DSP,pair_10_comp_58s.wav,pair_10_comp_58s_audioldm2_tempo090.wav,1.660076,1.262500,1.365708,7.688603,66.739433,3.293399,4.098845,558,1.273962,2.495337,0.510537
10,58,audioldm2_tempo095,audioldm2_tempo095,4. AI + DSP,pair_10_comp_58s.wav,pair_10_comp_58s_audioldm2_tempo095.wav,1.606107,1.215792,1.349446,7.272067,64.460190,3.221030,3.974432,548,1.297891,2.263955,0.573285
10,58,audioldm2_tempo105,audioldm2_tempo105,4. AI + DSP,pair_10_comp_58s.wav,pair_10_comp_58s_audioldm2_tempo105.wav,1.607955,1.230878,1.371036,8.226132,64.799652,3.233005,3.843780,544,1.229826,2.433751,0.505321
10,58,audioldm2_tempo110,audioldm2_tempo110,4. AI + DSP,pair_10_comp_58s.wav,pair_10_comp_58s_audioldm2_tempo110.wav,1.641943,1.259833,1.399879,7.872562,66.226501,3.369872,3.843376,570,1.364313,2.394701,0.569722
10,58,audioldm2_pitchU4_tempo110,audioldm2_pitchU4_tempo110,4. AI + DSP,pair_10_comp_58s.wav,pair_10_comp_58s_audioldm2_pitchU4_tempo110.wav,1.659892,1.296667,1.371641,8.668748,67.402260,3.419674,4.051146,559,1.318307,2.258330,0.583753
10,58,audioldm2_pitchD4_tempo090,audioldm2_pitchD4_tempo090,4. AI + DSP,pair_10_comp_58s.wav,pair_10_comp_58s_audioldm2_pitchD4_tempo090.wav,1.498972,1.153993,1.262408,6.529188,60.535137,3.201559,3.768375,517,1.161040,2.093786,0.554517
10,92,audioldm2_pitchD4,audioldm2_pitchD4,4. AI + DSP,pair_10_comp_92s.wav,pair_10_comp_92s_audioldm2_pitchD4.wav,1.808361,1.391700,1.491385,9.069147,73.020317,3.671134,4.445678,565,1.264987,2.825728,0.447668
10,92,audioldm2_pitchD2,audioldm2_pitchD2,4. AI + DSP,pair_10_comp_92s.wav,pair_10_comp_92s_audioldm2_pitchD2.wav,1.644545,1.303221,1.364793,7.873515,67.145966,3.470085,4.203130,546,1.241947,2.551825,0.486690
10,92,audioldm2_pitchU2,audioldm2_pitchU2,4. AI + DSP,pair_10_comp_92s.wav,pair_10_comp_92s_audioldm2_pitchU2.wav,1.746120,1.340970,1.488824,8.012652,70.451866,3.595773,4.366896,589,1.397574,2.605198,0.536456
10,92,audioldm2_pitchU4,audioldm2_pitchU4,4. AI + DSP,pair_10_comp_92s.wav,pair_10_comp_92s_audioldm2_pitchU4.wav,1.755728,1.339967,1.501059,8.522814,70.676491,3.688545,4.379533,590,1.358584,2.814236,0.482754
10,92,audioldm2_tempo090,audioldm2_tempo090,4. AI + DSP,pair_10_comp_92s.wav,pair_10_comp_92s_audioldm2_tempo090.wav,1.779941,1.400754,1.463834,8.317319,72.480530,3.690632,4.441355,574,1.472602,2.778358,0.530026
10,92,audioldm2_tempo095,audioldm2_tempo095,4. AI + DSP,pair_10_comp_92s.wav,pair_10_comp_92s_audioldm2_tempo095.wav,1.718151,1.343046,1.437757,8.692276,69.785049,3.546881,4.174657,576,1.305965,2.689963,0.485496
10,92,audioldm2_tempo105,audioldm2_tempo105,4. AI + DSP,pair_10_comp_92s.wav,pair_10_comp_92s_audioldm2_tempo105.wav,1.691533,1.311660,1.396527,7.476550,68.495972,3.495320,4.251019,561,1.490855,2.450325,0.608431
10,92,audioldm2_tempo110,audioldm2_tempo110,4. AI + DSP,pair_10_comp_92s.wav,pair_10_comp_92s_audioldm2_tempo110.wav,1.607321,1.260386,1.350181,7.443430,65.361923,3.339077,3.824132,551,1.307263,2.395945,0.545615
10,92,audioldm2_pitchU4_tempo110,audioldm2_pitchU4_tempo110,4. AI + DSP,pair_10_comp_92s.wav,pair_10_comp_92s_audioldm2_pitchU4_tempo110.wav,1.755525,1.363626,1.494956,10.136497,71.133217,3.647974,4.266205,584,1.396166,2.811148,0.496653
10,92,audioldm2_pitchD4_tempo090,audioldm2_pitchD4_tempo090,4. AI + DSP,pair_10_comp_92s.wav,pair_10_comp_92s_audioldm2_pitchD4_tempo090.wav,1.830837,1.394194,1.512809,8.176464,73.639908,3.764906,4.620582,596,1.375758,2.710511,0.507564
11,70,audioldm2_pitchD4,audioldm2_pitchD4,4. AI + DSP,pair_11_ori_70s.wav,pair_11_ori_70s_audioldm2_pitchD4.wav,1.632517,1.224068,1.367585,6.905412,65.294540,3.360392,4.071563,562,1.330006,1.892625,0.702731
11,70,audioldm2_pitchD2,audioldm2_pitchD2,4. AI + DSP,pair_11_ori_70s.wav,pair_11_ori_70s_audioldm2_pitchD2.wav,1.670144,1.277964,1.359002,6.659233,67.295731,3.604426,4.241330,540,1.277691,2.215009,0.576834
11,70,audioldm2_pitchU2,audioldm2_pitchU2,4. AI + DSP,pair_11_ori_70s.wav,pair_11_ori_70s_audioldm2_pitchU2.wav,1.627055,1.246072,1.383690,8.002010,65.580505,3.358751,3.938225,557,1.359453,2.242887,0.606118
11,70,audioldm2_pitchU4,audioldm2_pitchU4,4. AI + DSP,pair_11_ori_70s.wav,pair_11_ori_70s_audioldm2_pitchU4.wav,1.686428,1.254247,1.439316,8.264585,67.254631,3.481598,4.153267,575,1.331300,2.134902,0.623588
11,70,audioldm2_tempo090,audioldm2_tempo090,4. AI + DSP,pair_11_ori_70s.wav,pair_11_ori_70s_audioldm2_tempo090.wav,1.649943,1.266145,1.365318,6.860703,66.552567,3.418908,3.979816,557,1.423656,2.180474,0.652911
11,70,audioldm2_tempo095,audioldm2_tempo095,4. AI + DSP,pair_11_ori_70s.wav,pair_11_ori_70s_audioldm2_tempo095.wav,1.646877,1.267255,1.389169,7.019279,66.496422,3.397019,3.985895,545,1.402248,2.254792,0.621897
11,70,audioldm2_tempo105,audioldm2_tempo105,4. AI + DSP,pair_11_ori_70s.wav,pair_11_ori_70s_audioldm2_tempo105.wav,1.636537,1.260007,1.383498,6.587015,66.092735,3.383162,3.953490,549,1.283120,2.177435,0.589280
11,70,audioldm2_tempo110,audioldm2_tempo110,4. AI + DSP,pair_11_ori_70s.wav,pair_11_ori_70s_audioldm2_tempo110.wav,1.625919,1.235627,1.336553,6.765598,65.348869,3.332929,3.976767,544,1.371091,2.281498,0.600961
11,70,audioldm2_pitchU4_tempo110,audioldm2_pitchU4_tempo110,4. AI + DSP,pair_11_ori_70s.wav,pair_11_ori_70s_audioldm2_pitchU4_tempo110.wav,1.649647,1.252502,1.368611,7.406729,66.280174,3.501151,4.074661,552,1.287968,1.976172,0.651749
11,70,audioldm2_pitchD4_tempo090,audioldm2_pitchD4_tempo090,4. AI + DSP,pair_11_ori_70s.wav,pair_11_ori_70s_audioldm2_pitchD4_tempo090.wav,1.527367,1.163628,1.320101,6.759171,61.443993,3.138921,3.825566,542,1.309300,1.812315,0.722446
11,84,audioldm2_pitchD4,audioldm2_pitchD4,4. AI + DSP,pair_11_ori_84s.wav,pair_11_ori_84s_audioldm2_pitchD4.wav,1.499722,1.184889,1.237711,6.353744,61.162106,3.177605,3.915666,509,1.152106,1.891154,0.609208
11,84,audioldm2_pitchD2,audioldm2_pitchD2,4. AI + DSP,pair_11_ori_84s.wav,pair_11_ori_84s_audioldm2_pitchD2.wav,1.562863,1.183997,1.305829,6.594573,62.742756,3.194315,3.815680,538,1.089767,1.844593,0.590790
11,84,audioldm2_pitchU2,audioldm2_pitchU2,4. AI + DSP,pair_11_ori_84s.wav,pair_11_ori_84s_audioldm2_pitchU2.wav,1.500277,1.199914,1.204076,6.962391,61.475201,3.072519,3.937374,495,1.068066,1.864968,0.572699
11,84,audioldm2_pitchU4,audioldm2_pitchU4,4. AI + DSP,pair_11_ori_84s.wav,pair_11_ori_84s_audioldm2_pitchU4.wav,1.477089,1.169601,1.236026,7.165719,60.290569,3.129485,3.751490,501,1.173907,1.715629,0.684243
11,84,audioldm2_tempo090,audioldm2_tempo090,4. AI + DSP,pair_11_ori_84s.wav,pair_11_ori_84s_audioldm2_tempo090.wav,1.455649,1.133118,1.184694,6.088584,59.029980,3.096037,3.586012,488,1.054380,1.717600,0.613869
11,84,audioldm2_tempo095,audioldm2_tempo095,4. AI + DSP,pair_11_ori_84s.wav,pair_11_ori_84s_audioldm2_tempo095.wav,1.521606,1.166280,1.260371,6.294804,61.349033,3.192757,3.757030,515,1.131642,1.731894,0.653413
11,84,audioldm2_tempo105,audioldm2_tempo105,4. AI + DSP,pair_11_ori_84s.wav,pair_11_ori_84s_audioldm2_tempo105.wav,1.534348,1.197742,1.245087,6.713551,62.287575,3.180170,3.909506,511,1.143342,1.847711,0.618789
11,84,audioldm2_tempo110,audioldm2_tempo110,4. AI + DSP,pair_11_ori_84s.wav,pair_11_ori_84s_audioldm2_tempo110.wav,1.520963,1.188393,1.263184,7.279615,61.765842,3.182746,3.762117,517,1.116333,1.736248,0.642957
11,84,audioldm2_pitchU4_tempo110,audioldm2_pitchU4_tempo110,4. AI + DSP,pair_11_ori_84s.wav,pair_11_ori_84s_audioldm2_pitchU4_tempo110.wav,1.475527,1.184226,1.217247,8.414384,60.543221,3.032163,3.743537,503,1.112285,1.701251,0.653804
11,84,audioldm2_pitchD4_tempo090,audioldm2_pitchD4_tempo090,4. AI + DSP,pair_11_ori_84s.wav,pair_11_ori_84s_audioldm2_pitchD4_tempo090.wav,1.453356,1.134969,1.200282,6.538318,59.008537,3.099398,3.634331,503,1.071295,1.800648,0.594950
11,155,audioldm2_pitchD4,audioldm2_pitchD4,4. AI + DSP,pair_11_ori_155s.wav,pair_11_ori_155s_audioldm2_pitchD4.wav,1.575347,1.135173,1.387904,5.832079,62.135529,3.196558,3.781329,563,1.337228,1.972082,0.678079
11,155,audioldm2_pitchD2,audioldm2_pitchD2,4. AI + DSP,pair_11_ori_155s.wav,pair_11_ori_155s_audioldm2_pitchD2.wav,1.597330,1.149310,1.410962,6.349937,62.970730,3.205628,3.796444,574,1.436752,1.788807,0.803190
11,155,audioldm2_pitchU2,audioldm2_pitchU2,4. AI + DSP,pair_11_ori_155s.wav,pair_11_ori_155s_audioldm2_pitchU2.wav,1.536307,1.149509,1.312890,5.702742,61.400078,3.199668,3.740663,535,1.207642,1.661674,0.726762
11,155,audioldm2_pitchU4,audioldm2_pitchU4,4. AI + DSP,pair_11_ori_155s.wav,pair_11_ori_155s_audioldm2_pitchU4.wav,1.549877,1.139726,1.303476,6.507134,61.562332,3.106522,3.677859,535,1.271490,1.649247,0.770952
11,155,audioldm2_tempo090,audioldm2_tempo090,4. AI + DSP,pair_11_ori_155s.wav,pair_11_ori_155s_audioldm2_tempo090.wav,1.552731,1.170726,1.320757,6.310398,62.228065,3.267086,3.778329,541,1.266692,1.815961,0.697533
11,155,audioldm2_tempo095,audioldm2_tempo095,4. AI + DSP,pair_11_ori_155s.wav,pair_11_ori_155s_audioldm2_tempo095.wav,1.464168,1.151291,1.219219,6.366241,59.603024,3.013670,3.677997,502,1.178631,1.874853,0.628652
11,155,audioldm2_tempo105,audioldm2_tempo105,4. AI + DSP,pair_11_ori_155s.wav,pair_11_ori_155s_audioldm2_tempo105.wav,1.499753,1.141600,1.245988,6.453060,60.313931,3.064200,3.606066,510,1.323539,1.675073,0.790138
11,155,audioldm2_tempo110,audioldm2_tempo110,4. AI + DSP,pair_11_ori_155s.wav,pair_11_ori_155s_audioldm2_tempo110.wav,1.480876,1.124178,1.242671,5.712076,59.495655,3.045592,3.710674,512,1.215845,1.755988,0.692400
11,155,audioldm2_pitchU4_tempo110,audioldm2_pitchU4_tempo110,4. AI + DSP,pair_11_ori_155s.wav,pair_11_ori_155s_audioldm2_pitchU4_tempo110.wav,1.614139,1.221356,1.339988,6.956900,64.772575,3.346963,3.958216,541,1.290493,1.786858,0.722214
11,155,audioldm2_pitchD4_tempo090,audioldm2_pitchD4_tempo090,4. AI + DSP,pair_11_ori_155s.wav,pair_11_ori_155s_audioldm2_pitchD4_tempo090.wav,1.592453,1.210304,1.389310,6.348994,64.005943,3.319779,3.972695,566,1.404329,1.947841,0.720967
11,169,audioldm2_pitchD4,audioldm2_pitchD4,4. AI + DSP,pair_11_ori_169s.wav,pair_11_ori_169s_audioldm2_pitchD4.wav,1.605860,1.205248,1.350017,6.318974,64.250793,3.255222,4.000404,550,1.447988,1.799408,0.804702
11,169,audioldm2_pitchD2,audioldm2_pitchD2,4. AI + DSP,pair_11_ori_169s.wav,pair_11_ori_169s_audioldm2_pitchD2.wav,1.627540,1.216450,1.458451,6.287296,65.020958,3.259360,4.052687,568,1.431294,1.912094,0.748548
11,169,audioldm2_pitchU2,audioldm2_pitchU2,4. AI + DSP,pair_11_ori_169s.wav,pair_11_ori_169s_audioldm2_pitchU2.wav,1.635801,1.264018,1.384122,6.321400,66.152489,3.428378,4.205457,556,1.494464,1.781150,0.839045
11,169,audioldm2_pitchU4,audioldm2_pitchU4,4. AI + DSP,pair_11_ori_169s.wav,pair_11_ori_169s_audioldm2_pitchU4.wav,1.591065,1.245421,1.339400,6.859968,64.657112,3.377098,4.032921,541,1.413921,1.664734,0.849338
11,169,audioldm2_tempo090,audioldm2_tempo090,4. AI + DSP,pair_11_ori_169s.wav,pair_11_ori_169s_audioldm2_tempo090.wav,1.590912,1.194652,1.298306,5.758585,63.664669,3.234459,3.941481,525,1.402850,1.862483,0.753215
11,169,audioldm2_tempo095,audioldm2_tempo095,4. AI + DSP,pair_11_ori_169s.wav,pair_11_ori_169s_audioldm2_tempo095.wav,1.583226,1.228182,1.345132,6.818701,64.120186,3.267940,4.105315,540,1.408118,1.757209,0.801337
11,169,audioldm2_tempo105,audioldm2_tempo105,4. AI + DSP,pair_11_ori_169s.wav,pair_11_ori_169s_audioldm2_tempo105.wav,1.649927,1.240284,1.385206,7.029663,66.051628,3.421238,4.123077,558,1.420348,1.863860,0.762047
11,169,audioldm2_tempo110,audioldm2_tempo110,4. AI + DSP,pair_11_ori_169s.wav,pair_11_ori_169s_audioldm2_tempo110.wav,1.640149,1.242180,1.393254,6.878425,65.838394,3.449073,4.212383,554,1.465175,1.741620,0.841272
11,169,audioldm2_pitchU4_tempo110,audioldm2_pitchU4_tempo110,4. AI + DSP,pair_11_ori_169s.wav,pair_11_ori_169s_audioldm2_pitchU4_tempo110.wav,1.617150,1.282924,1.316289,6.830104,66.055527,3.445559,4.075457,531,1.351560,1.791654,0.754364
11,169,audioldm2_pitchD4_tempo090,audioldm2_pitchD4_tempo090,4. AI + DSP,pair_11_ori_169s.wav,pair_11_ori_169s_audioldm2_pitchD4_tempo090.wav,1.573380,1.194683,1.360095,7.323761,63.217552,3.292955,3.836746,559,1.399541,1.780317,0.786119
11,184,audioldm2_pitchD4,audioldm2_pitchD4,4. AI + DSP,pair_11_ori_184s.wav,pair_11_ori_184s_audioldm2_pitchD4.wav,1.492459,1.151395,1.257266,7.225678,60.319317,3.168727,3.668008,515,1.191864,1.614889,0.738047
11,184,audioldm2_pitchD2,audioldm2_pitchD2,4. AI + DSP,pair_11_ori_184s.wav,pair_11_ori_184s_audioldm2_pitchD2.wav,1.525973,1.210448,1.257656,7.679578,62.328400,3.262293,3.858845,516,1.148272,1.789889,0.641532
11,184,audioldm2_pitchU2,audioldm2_pitchU2,4. AI + DSP,pair_11_ori_184s.wav,pair_11_ori_184s_audioldm2_pitchU2.wav,1.592118,1.254276,1.261118,6.721478,64.858620,3.416172,4.144150,515,1.283998,1.881549,0.682415
11,184,audioldm2_pitchU4,audioldm2_pitchU4,4. AI + DSP,pair_11_ori_184s.wav,pair_11_ori_184s_audioldm2_pitchU4.wav,1.557861,1.225983,1.329993,6.820323,63.437252,3.285796,3.885002,532,1.149942,1.926055,0.597045
11,184,audioldm2_tempo090,audioldm2_tempo090,4. AI + DSP,pair_11_ori_184s.wav,pair_11_ori_184s_audioldm2_tempo090.wav,1.498347,1.164038,1.247081,7.031988,60.715981,3.021318,3.681125,512,1.280913,1.702707,0.752280
11,184,audioldm2_tempo095,audioldm2_tempo095,4. AI + DSP,pair_11_ori_184s.wav,pair_11_ori_184s_audioldm2_tempo095.wav,1.436390,1.188660,1.127417,7.385592,59.662010,3.041029,3.644091,478,1.209649,1.767259,0.684478
11,184,audioldm2_tempo105,audioldm2_tempo105,4. AI + DSP,pair_11_ori_184s.wav,pair_11_ori_184s_audioldm2_tempo105.wav,1.486786,1.193472,1.175647,7.310877,61.009392,3.023360,3.658494,496,1.245370,1.868185,0.666621
11,184,audioldm2_tempo110,audioldm2_tempo110,4. AI + DSP,pair_11_ori_184s.wav,pair_11_ori_184s_audioldm2_tempo110.wav,1.527064,1.209543,1.265050,7.861933,62.337772,3.188574,3.756488,519,1.307833,1.820800,0.718274
11,184,audioldm2_pitchU4_tempo110,audioldm2_pitchU4_tempo110,4. AI + DSP,pair_11_ori_184s.wav,pair_11_ori_184s_audioldm2_pitchU4_tempo110.wav,1.531610,1.208279,1.282347,7.524415,62.426811,3.092569,3.910989,521,1.109732,1.921338,0.577583
11,184,audioldm2_pitchD4_tempo090,audioldm2_pitchD4_tempo090,4. AI + DSP,pair_11_ori_184s.wav,pair_11_ori_184s_audioldm2_pitchD4_tempo090.wav,1.562566,1.167321,1.358027,6.485522,62.414356,3.165849,3.717031,543,1.452947,1.822649,0.797162
11,198,audioldm2_pitchD4,audioldm2_pitchD4,4. AI + DSP,pair_11_ori_198s.wav,pair_11_ori_198s_audioldm2_pitchD4.wav,1.672776,1.286901,1.386501,8.612259,67.536652,3.566143,4.051596,555,1.343266,1.928478,0.696542
11,198,audioldm2_pitchD2,audioldm2_pitchD2,4. AI + DSP,pair_11_ori_198s.wav,pair_11_ori_198s_audioldm2_pitchD2.wav,1.689542,1.333435,1.358853,7.612901,68.875130,3.588557,4.222979,551,1.350144,1.986355,0.679709
11,198,audioldm2_pitchU2,audioldm2_pitchU2,4. AI + DSP,pair_11_ori_198s.wav,pair_11_ori_198s_audioldm2_pitchU2.wav,1.624072,1.267629,1.377367,8.946262,65.926941,3.375698,4.176088,551,1.165972,2.098723,0.555563
11,198,audioldm2_pitchU4,audioldm2_pitchU4,4. AI + DSP,pair_11_ori_198s.wav,pair_11_ori_198s_audioldm2_pitchU4.wav,1.700268,1.260920,1.436958,10.191288,67.737518,3.444821,4.085649,577,1.327438,2.053057,0.646567
11,198,audioldm2_tempo090,audioldm2_tempo090,4. AI + DSP,pair_11_ori_198s.wav,pair_11_ori_198s_audioldm2_tempo090.wav,1.670651,1.202524,1.438311,6.815055,65.869797,3.380729,3.884570,579,1.395639,1.946713,0.716921
11,198,audioldm2_tempo095,audioldm2_tempo095,4. AI + DSP,pair_11_ori_198s.wav,pair_11_ori_198s_audioldm2_tempo095.wav,1.665268,1.207197,1.464438,7.075727,65.817741,3.313938,3.900711,584,1.315149,2.002565,0.656732
11,198,audioldm2_tempo105,audioldm2_tempo105,4. AI + DSP,pair_11_ori_198s.wav,pair_11_ori_198s_audioldm2_tempo105.wav,1.675520,1.250139,1.419993,6.667043,66.896179,3.437855,4.023931,564,1.352834,1.997168,0.677376
11,198,audioldm2_tempo110,audioldm2_tempo110,4. AI + DSP,pair_11_ori_198s.wav,pair_11_ori_198s_audioldm2_tempo110.wav,1.666509,1.257099,1.381823,6.477674,66.799179,3.425143,4.091896,554,1.399329,1.939616,0.721447
11,198,audioldm2_pitchU4_tempo110,audioldm2_pitchU4_tempo110,4. AI + DSP,pair_11_ori_198s.wav,pair_11_ori_198s_audioldm2_pitchU4_tempo110.wav,1.705966,1.283443,1.442400,9.195059,68.314911,3.436256,4.233992,577,1.317493,2.061506,0.639092
11,198,audioldm2_pitchD4_tempo090,audioldm2_pitchD4_tempo090,4. AI + DSP,pair_11_ori_198s.wav,pair_11_ori_198s_audioldm2_pitchD4_tempo090.wav,1.659288,1.261531,1.395988,7.154800,66.700600,3.466264,4.074268,563,1.248606,1.870469,0.667536
11,212,audioldm2_pitchD4,audioldm2_pitchD4,4. AI + DSP,pair_11_ori_212s.wav,pair_11_ori_212s_audioldm2_pitchD4.wav,1.478331,1.139041,1.245553,6.901321,59.719894,3.048030,3.731120,510,1.138125,1.709747,0.665669
11,212,audioldm2_pitchD2,audioldm2_pitchD2,4. AI + DSP,pair_11_ori_212s.wav,pair_11_ori_212s_audioldm2_pitchD2.wav,1.535914,1.177752,1.307471,6.726763,61.935753,3.155965,3.952727,536,1.135505,1.990895,0.570349
11,212,audioldm2_pitchU2,audioldm2_pitchU2,4. AI + DSP,pair_11_ori_212s.wav,pair_11_ori_212s_audioldm2_pitchU2.wav,1.470834,1.140767,1.244776,6.543961,59.563858,3.103097,3.715570,511,1.240051,1.812785,0.684058
11,212,audioldm2_pitchU4,audioldm2_pitchU4,4. AI + DSP,pair_11_ori_212s.wav,pair_11_ori_212s_audioldm2_pitchU4.wav,1.525334,1.133279,1.305362,7.382121,60.808136,3.127864,3.690379,534,1.140685,1.830442,0.623175
11,212,audioldm2_tempo090,audioldm2_tempo090,4. AI + DSP,pair_11_ori_212s.wav,pair_11_ori_212s_audioldm2_tempo090.wav,1.525824,1.146048,1.299992,6.347347,61.065239,3.178493,3.629844,527,1.255850,1.816408,0.691392
11,212,audioldm2_tempo095,audioldm2_tempo095,4. AI + DSP,pair_11_ori_212s.wav,pair_11_ori_212s_audioldm2_tempo095.wav,1.439625,1.077906,1.232931,5.517666,57.550217,2.933393,3.476708,509,1.173910,1.725375,0.680380
11,212,audioldm2_tempo105,audioldm2_tempo105,4. AI + DSP,pair_11_ori_212s.wav,pair_11_ori_212s_audioldm2_tempo105.wav,1.518338,1.151971,1.291491,6.099728,60.988220,3.157010,3.804210,531,1.207541,1.896868,0.636598
11,212,audioldm2_tempo110,audioldm2_tempo110,4. AI + DSP,pair_11_ori_212s.wav,pair_11_ori_212s_audioldm2_tempo110.wav,1.519662,1.163567,1.289333,6.982499,61.246868,3.151599,3.687580,524,1.254327,1.828490,0.685990
11,212,audioldm2_pitchU4_tempo110,audioldm2_pitchU4_tempo110,4. AI + DSP,pair_11_ori_212s.wav,pair_11_ori_212s_audioldm2_pitchU4_tempo110.wav,1.560478,1.157400,1.320267,7.641218,62.171211,3.180736,3.735847,539,1.230781,1.885683,0.652698
