source_key,source_filename,stem_relpath,vocal_ratio,active_ratio,stem_rms_db,n_frames,active_frames,vocal_like_frames,vocal_valid
pair_18_comp_256s,pair_18_comp_256s.wav,pair_18_comp_256s/vocals.wav,1.0,0.14,-30.67,550,77,77,True
pair_18_comp_29s,pair_18_comp_29s.wav,pair_18_comp_29s/vocals.wav,0.9914,0.116,-34.06,1000,116,115,True
pair_18_comp_2s,pair_18_comp_2s.wav,pair_18_comp_2s/vocals.wav,0.9817,0.71,-19.55,1000,710,697,True
pair_18_comp_36s,pair_18_comp_36s.wav,pair_18_comp_36s/vocals.wav,1.0,0.035,-40.81,1000,35,35,False
pair_18_comp_44s,pair_18_comp_44s.wav,pair_18_comp_44s/vocals.wav,0.0,0.0,-74.97,1000,0,0,False
pair_18_comp_51s,pair_18_comp_51s.wav,pair_18_comp_51s/vocals.wav,0.0,0.0,-66.49,1000,0,0,False
pair_18_comp_58s,pair_18_comp_58s.wav,pair_18_comp_58s/vocals.wav,0.0,0.0,-68.36,1000,0,0,False
pair_18_comp_65s,pair_18_comp_65s.wav,pair_18_comp_65s/vocals.wav,0.0,0.0,-70.82,1000,0,0,False
pair_18_comp_72s,pair_18_comp_72s.wav,pair_18_comp_72s/vocals.wav,0.9718,0.248,-24.58,1000,248,241,True
pair_18_comp_79s,pair_18_comp_79s.wav,pair_18_comp_79s/vocals.wav,0.9813,0.588,-21.26,1000,588,577,True
pair_18_comp_86s,pair_18_comp_86s.wav,pair_18_comp_86s/vocals.wav,0.9836,0.856,-19.71,1000,856,842,True
pair_18_comp_92s,pair_18_comp_92s.wav,pair_18_comp_92s/vocals.wav,0.979,0.763,-20.2,1000,763,747,True
pair_18_comp_99s,pair_18_comp_99s.wav,pair_18_comp_99s/vocals.wav,0.9668,0.754,-20.43,1000,754,729,True
pair_18_comp_9s,pair_18_comp_9s.wav,pair_18_comp_9s/vocals.wav,0.9818,0.384,-22.34,1000,384,377,True
pair_18_ori_105s,pair_18_ori_105s.wav,pair_18_ori_105s/vocals.wav,0.9921,0.381,-38.13,1000,381,378,True
pair_18_ori_112s,pair_18_ori_112s.wav,pair_18_ori_112s/vocals.wav,0.9695,0.558,-21.1,1000,558,541,True
pair_18_ori_119s,pair_18_ori_119s.wav,pair_18_ori_119s/vocals.wav,0.9822,0.843,-17.76,1000,843,828,True
pair_18_ori_126s,pair_18_ori_126s.wav,pair_18_ori_126s/vocals.wav,0.9844,0.963,-15.94,1000,963,948,True
pair_18_ori_132s,pair_18_ori_132s.wav,pair_18_ori_132s/vocals.wav,0.9904,0.934,-16.27,1000,934,925,True
pair_18_ori_139s,pair_18_ori_139s.wav,pair_18_ori_139s/vocals.wav,0.9864,0.88,-16.81,1000,880,868,True
pair_18_ori_146s,pair_18_ori_146s.wav,pair_18_ori_146s/vocals.wav,0.975,0.92,-16.76,1000,920,897,True
pair_18_ori_153s,pair_18_ori_153s.wav,pair_18_ori_153s/vocals.wav,0.9788,0.989,-16.43,1000,989,968,True
pair_18_ori_160s,pair_18_ori_160s.wav,pair_18_ori_160s/vocals.wav,0.9645,0.985,-16.31,1000,985,950,True
pair_18_ori_166s,pair_18_ori_166s.wav,pair_18_ori_166s/vocals.wav,0.9746,0.946,-16.82,1000,946,922,True
pair_18_ori_173s,pair_18_ori_173s.wav,pair_18_ori_173s/vocals.wav,0.9717,0.92,-17.54,1000,920,894,True
pair_18_ori_180s,pair_18_ori_180s.wav,pair_18_ori_180s/vocals.wav,0.9807,0.672,-18.95,1000,672,659,True
pair_18_ori_187s,pair_18_ori_187s.wav,pair_18_ori_187s/vocals.wav,0.9874,0.318,-22.89,1000,318,314,True
pair_18_ori_193s,pair_18_ori_193s.wav,pair_18_ori_193s/vocals.wav,0.3333,0.0092,-55.14,980,9,3,False
pair_18_ori_1s,pair_18_ori_1s.wav,pair_18_ori_1s/vocals.wav,1.0,0.024,-49.66,1000,24,24,False
pair_18_ori_200s,pair_18_ori_200s.wav,pair_18_ori_200s/vocals.wav,0.0,0.0,-65.58,630,0,0,False
pair_18_ori_30s,pair_18_ori_30s.wav,pair_18_ori_30s/vocals.wav,0.9636,0.852,-21.11,1000,852,821,True
pair_18_ori_37s,pair_18_ori_37s.wav,pair_18_ori_37s/vocals.wav,0.9551,0.935,-17.99,1000,935,893,True
pair_18_ori_44s,pair_18_ori_44s.wav,pair_18_ori_44s/vocals.wav,0.9503,0.965,-16.92,1000,965,917,True
pair_18_ori_51s,pair_18_ori_51s.wav,pair_18_ori_51s/vocals.wav,0.9732,0.896,-16.7,1000,896,872,True
pair_18_ori_58s,pair_18_ori_58s.wav,pair_18_ori_58s/vocals.wav,0.9878,0.9,-16.11,1000,900,889,True
pair_18_ori_65s,pair_18_ori_65s.wav,pair_18_ori_65s/vocals.wav,0.9773,0.926,-16.71,1000,926,905,True
pair_18_ori_71s,pair_18_ori_71s.wav,pair_18_ori_71s/vocals.wav,0.9787,0.984,-16.37,1000,984,963,True
pair_18_ori_78s,pair_18_ori_78s.wav,pair_18_ori_78s/vocals.wav,0.9655,0.986,-15.99,1000,986,952,True
pair_18_ori_85s,pair_18_ori_85s.wav,pair_18_ori_85s/vocals.wav,0.9735,0.718,-18.19,1000,718,699,True
pair_18_ori_8s,pair_18_ori_8s.wav,pair_18_ori_8s/vocals.wav,1.0,0.021,-50.7,1000,21,21,False
pair_18_ori_92s,pair_18_ori_92s.wav,pair_18_ori_92s/vocals.wav,0.9544,0.417,-21.43,1000,417,398,True
pair_18_ori_98s,pair_18_ori_98s.wav,pair_18_ori_98s/vocals.wav,0.993,0.716,-33.65,1000,716,711,True
pair_19_comp_103s,pair_19_comp_103s.wav,pair_19_comp_103s/vocals.wav,0.9228,0.984,-18.56,1000,984,908,True
pair_19_comp_110s,pair_19_comp_110s.wav,pair_19_comp_110s/vocals.wav,0.9273,0.977,-18.28,1000,977,906,True
pair_19_comp_116s,pair_19_comp_116s.wav,pair_19_comp_116s/vocals.wav,0.9239,0.985,-18.57,1000,985,910,True
pair_19_comp_11s,pair_19_comp_11s.wav,pair_19_comp_11s/vocals.wav,0.9324,0.947,-19.78,1000,947,883,True
pair_19_comp_122s,pair_19_comp_122s.wav,pair_19_comp_122s/vocals.wav,0.9438,0.996,-18.05,1000,996,940,True
pair_19_comp_128s,pair_19_comp_128s.wav,pair_19_comp_128s/vocals.wav,0.9549,0.997,-17.5,1000,997,952,True
pair_19_comp_134s,pair_19_comp_134s.wav,pair_19_comp_134s/vocals.wav,0.9716,0.986,-17.51,1000,986,958,True
pair_19_comp_178s,pair_19_comp_178s.wav,pair_19_comp_178s/vocals.wav,0.9162,0.919,-19.86,1000,919,842,True
pair_19_comp_17s,pair_19_comp_17s.wav,pair_19_comp_17s/vocals.wav,0.9304,0.977,-18.61,1000,977,909,True
pair_19_comp_184s,pair_19_comp_184s.wav,pair_19_comp_184s/vocals.wav,0.9336,0.964,-19.49,1000,964,900,True
pair_19_comp_190s,pair_19_comp_190s.wav,pair_19_comp_190s/vocals.wav,0.9467,0.995,-18.76,1000,995,942,True
pair_19_comp_196s,pair_19_comp_196s.wav,pair_19_comp_196s/vocals.wav,0.9445,0.991,-18.23,1000,991,936,True
pair_19_comp_202s,pair_19_comp_202s.wav,pair_19_comp_202s/vocals.wav,0.9328,0.997,-18.14,1000,997,930,True
pair_19_comp_209s,pair_19_comp_209s.wav,pair_19_comp_209s/vocals.wav,0.9302,0.888,-18.85,1000,888,826,True
pair_19_comp_215s,pair_19_comp_215s.wav,pair_19_comp_215s/vocals.wav,0.9305,0.59,-20.76,1000,590,549,True
pair_19_comp_221s,pair_19_comp_221s.wav,pair_19_comp_221s/vocals.wav,0.9521,0.292,-23.59,1000,292,278,True
pair_19_comp_23s,pair_19_comp_23s.wav,pair_19_comp_23s/vocals.wav,0.9303,0.976,-17.64,1000,976,908,True
pair_19_comp_29s,pair_19_comp_29s.wav,pair_19_comp_29s/vocals.wav,0.9292,0.989,-17.64,1000,989,919,True
pair_19_comp_35s,pair_19_comp_35s.wav,pair_19_comp_35s/vocals.wav,0.9368,0.997,-17.58,1000,997,934,True
pair_19_comp_41s,pair_19_comp_41s.wav,pair_19_comp_41s/vocals.wav,0.9427,0.994,-18.33,1000,994,937,True
pair_19_comp_48s,pair_19_comp_48s.wav,pair_19_comp_48s/vocals.wav,0.9567,0.971,-19.56,1000,971,929,True
pair_19_comp_4s,pair_19_comp_4s.wav,pair_19_comp_4s/vocals.wav,0.9277,0.941,-21.88,1000,941,873,True
pair_19_comp_91s,pair_19_comp_91s.wav,pair_19_comp_91s/vocals.wav,0.9215,0.93,-19.92,1000,930,857,True
pair_19_comp_97s,pair_19_comp_97s.wav,pair_19_comp_97s/vocals.wav,0.9265,0.952,-19.15,1000,952,882,True
pair_19_ori_100s,pair_19_ori_100s.wav,pair_19_ori_100s/vocals.wav,0.8821,0.992,-15.83,1000,992,875,True
pair_19_ori_106s,pair_19_ori_106s.wav,pair_19_ori_106s/vocals.wav,0.905,1.0,-16.09,1000,1000,905,True
pair_19_ori_13s,pair_19_ori_13s.wav,pair_19_ori_13s/vocals.wav,0.7504,0.653,-22.28,1000,653,490,True
pair_19_ori_174s,pair_19_ori_174s.wav,pair_19_ori_174s/vocals.wav,0.8129,0.834,-17.81,1000,834,678,True
pair_19_ori_180s,pair_19_ori_180s.wav,pair_19_ori_180s/vocals.wav,0.8286,0.531,-19.57,1000,531,440,True
pair_19_ori_187s,pair_19_ori_187s.wav,pair_19_ori_187s/vocals.wav,0.8947,0.228,-22.75,1000,228,204,True
pair_19_ori_193s,pair_19_ori_193s.wav,pair_19_ori_193s/vocals.wav,0.0,0.0,-72.1,1000,0,0,False
pair_19_ori_19s,pair_19_ori_19s.wav,pair_19_ori_19s/vocals.wav,0.7728,0.92,-20.55,1000,920,711,True
pair_19_ori_1s,pair_19_ori_1s.wav,pair_19_ori_1s/vocals.wav,0.6635,0.104,-37.79,1000,104,69,True
pair_19_ori_211s,pair_19_ori_211s.wav,pair_19_ori_211s/vocals.wav,0.0,0.0,-79.54,1000,0,0,False
pair_19_ori_218s,pair_19_ori_218s.wav,pair_19_ori_218s/vocals.wav,0.0,0.0,-67.03,1000,0,0,False
pair_19_ori_224s,pair_19_ori_224s.wav,pair_19_ori_224s/vocals.wav,0.0,0.0,-68.2,1000,0,0,False
pair_19_ori_230s,pair_19_ori_230s.wav,pair_19_ori_230s/vocals.wav,0.9783,0.23,-30.48,1000,230,225,True
pair_19_ori_63s,pair_19_ori_63s.wav,pair_19_ori_63s/vocals.wav,0.8542,0.974,-17.73,1000,974,832,True
pair_19_ori_69s,pair_19_ori_69s.wav,pair_19_ori_69s/vocals.wav,0.7816,0.957,-17.31,1000,957,748,True
pair_19_ori_75s,pair_19_ori_75s.wav,pair_19_ori_75s/vocals.wav,0.7913,0.939,-16.65,1000,939,743,True
pair_19_ori_7s,pair_19_ori_7s.wav,pair_19_ori_7s/vocals.wav,0.7573,0.379,-26.34,1000,379,287,True
pair_19_ori_81s,pair_19_ori_81s.wav,pair_19_ori_81s/vocals.wav,0.7673,0.954,-15.89,1000,954,732,True
pair_19_ori_88s,pair_19_ori_88s.wav,pair_19_ori_88s/vocals.wav,0.8217,0.959,-16.09,1000,959,788,True
pair_19_ori_94s,pair_19_ori_94s.wav,pair_19_ori_94s/vocals.wav,0.8534,0.989,-15.71,1000,989,844,True
pair_1_comp_101s,pair_1_comp_101s.wav,pair_1_comp_101s/vocals.wav,0.9766,0.984,-15.28,1000,984,961,True
pair_1_comp_204s,pair_1_comp_204s.wav,pair_1_comp_204s/vocals.wav,0.9639,0.998,-14.02,1000,998,962,True
pair_1_comp_219s,pair_1_comp_219s.wav,pair_1_comp_219s/vocals.wav,0.9803,0.966,-14.81,1000,966,947,True
pair_1_comp_86s,pair_1_comp_86s.wav,pair_1_comp_86s/vocals.wav,0.961,0.999,-14.14,1000,999,960,True
pair_1_ori_145s,pair_1_ori_145s.wav,pair_1_ori_145s/vocals.wav,0.9877,0.975,-20.84,1000,975,963,True
pair_1_ori_153s,pair_1_ori_153s.wav,pair_1_ori_153s/vocals.wav,0.9919,0.985,-20.83,1000,985,977,True
pair_1_ori_73s,pair_1_ori_73s.wav,pair_1_ori_73s/vocals.wav,0.9869,0.918,-21.72,1000,918,906,True
pair_1_ori_81s,pair_1_ori_81s.wav,pair_1_ori_81s/vocals.wav,0.9825,0.913,-21.94,1000,913,897,True
pair_20_comp_118s,pair_20_comp_118s.wav,pair_20_comp_118s/vocals.wav,0.9756,0.985,-14.73,1000,985,961,True
pair_20_comp_128s,pair_20_comp_128s.wav,pair_20_comp_128s/vocals.wav,0.9522,0.962,-16.68,1000,962,916,True
pair_20_comp_173s,pair_20_comp_173s.wav,pair_20_comp_173s/vocals.wav,0.97,1.0,-14.14,1000,1000,970,True
pair_20_comp_183s,pair_20_comp_183s.wav,pair_20_comp_183s/vocals.wav,0.9763,0.803,-17.21,1000,803,784,True
pair_20_comp_50s,pair_20_comp_50s.wav,pair_20_comp_50s/vocals.wav,0.9645,0.986,-15.83,1000,986,951,True
pair_20_comp_60s,pair_20_comp_60s.wav,pair_20_comp_60s/vocals.wav,0.9227,0.931,-18.01,1000,931,859,True
pair_20_ori_104s,pair_20_ori_104s.wav,pair_20_ori_104s/vocals.wav,0.9254,0.978,-15.11,1000,978,905,True
pair_20_ori_114s,pair_20_ori_114s.wav,pair_20_ori_114s/vocals.wav,0.9623,0.689,-17.59,1000,689,663,True
pair_20_ori_173s,pair_20_ori_173s.wav,pair_20_ori_173s/vocals.wav,0.9566,0.968,-14.93,1000,968,926,True
pair_20_ori_183s,pair_20_ori_183s.wav,pair_20_ori_183s/vocals.wav,0.9508,0.955,-15.17,1000,955,908,True
pair_20_ori_191s,pair_20_ori_191s.wav,pair_20_ori_191s/vocals.wav,0.9555,0.966,-15.08,1000,966,923,True
pair_20_ori_201s,pair_20_ori_201s.wav,pair_20_ori_201s/vocals.wav,0.9567,0.647,-17.64,1000,647,619,True
pair_20_ori_52s,pair_20_ori_52s.wav,pair_20_ori_52s/vocals.wav,0.9285,0.979,-15.74,1000,979,909,True
pair_20_ori_63s,pair_20_ori_63s.wav,pair_20_ori_63s/vocals.wav,0.9723,0.685,-18.47,1000,685,666,True
pair_21_comp_0s,pair_21_comp_0s.wav,pair_21_comp_0s/vocals.wav,0.845,0.613,-20.01,1000,613,518,True
pair_21_comp_105s,pair_21_comp_105s.wav,pair_21_comp_105s/vocals.wav,0.894,1.0,-18.63,1000,1000,894,True
pair_21_comp_112s,pair_21_comp_112s.wav,pair_21_comp_112s/vocals.wav,0.9076,0.931,-19.87,1000,931,845,True
pair_21_comp_120s,pair_21_comp_120s.wav,pair_21_comp_120s/vocals.wav,0.924,0.842,-21.52,1000,842,778,True
pair_21_comp_127s,pair_21_comp_127s.wav,pair_21_comp_127s/vocals.wav,0.9056,0.773,-21.63,1000,773,700,True
pair_21_comp_135s,pair_21_comp_135s.wav,pair_21_comp_135s/vocals.wav,0.924,0.921,-20.02,1000,921,851,True
pair_21_comp_142s,pair_21_comp_142s.wav,pair_21_comp_142s/vocals.wav,0.9584,0.961,-19.24,1000,961,921,True
pair_21_comp_150s,pair_21_comp_150s.wav,pair_21_comp_150s/vocals.wav,0.944,0.929,-18.52,1000,929,877,True
pair_21_comp_15s,pair_21_comp_15s.wav,pair_21_comp_15s/vocals.wav,0.8428,0.948,-18.44,1000,948,799,True
pair_21_comp_22s,pair_21_comp_22s.wav,pair_21_comp_22s/vocals.wav,0.8641,0.942,-18.4,1000,942,814,True
pair_21_comp_30s,pair_21_comp_30s.wav,pair_21_comp_30s/vocals.wav,0.9028,0.988,-18.53,1000,988,892,True
pair_21_comp_37s,pair_21_comp_37s.wav,pair_21_comp_37s/vocals.wav,0.9124,0.925,-19.98,1000,925,844,True
pair_21_comp_45s,pair_21_comp_45s.wav,pair_21_comp_45s/vocals.wav,0.9528,0.911,-21.04,1000,911,868,True
pair_21_comp_53s,pair_21_comp_53s.wav,pair_21_comp_53s/vocals.wav,0.9181,0.806,-21.38,1000,806,740,True
pair_21_comp_60s,pair_21_comp_60s.wav,pair_21_comp_60s/vocals.wav,0.9382,0.923,-18.9,1000,923,866,True
pair_21_comp_67s,pair_21_comp_67s.wav,pair_21_comp_67s/vocals.wav,0.9126,0.915,-18.82,1000,915,835,True
pair_21_comp_75s,pair_21_comp_75s.wav,pair_21_comp_75s/vocals.wav,0.8503,0.855,-18.64,1000,855,727,True
pair_21_comp_7s,pair_21_comp_7s.wav,pair_21_comp_7s/vocals.wav,0.8414,0.952,-18.46,1000,952,801,True
pair_21_comp_82s,pair_21_comp_82s.wav,pair_21_comp_82s/vocals.wav,0.8455,0.984,-18.53,1000,984,832,True
pair_21_comp_90s,pair_21_comp_90s.wav,pair_21_comp_90s/vocals.wav,0.8606,0.99,-18.51,1000,990,852,True
pair_21_comp_97s,pair_21_comp_97s.wav,pair_21_comp_97s/vocals.wav,0.8633,0.995,-18.48,1000,995,859,True
pair_21_ori_0s,pair_21_ori_0s.wav,pair_21_ori_0s/vocals.wav,0.8652,0.586,-19.77,1000,586,507,True
pair_21_ori_101s,pair_21_ori_101s.wav,pair_21_ori_101s/vocals.wav,0.9121,0.99,-17.2,1000,990,903,True
pair_21_ori_109s,pair_21_ori_109s.wav,pair_21_ori_109s/vocals.wav,0.9165,0.994,-17.99,1000,994,911,True
pair_21_ori_117s,pair_21_ori_117s.wav,pair_21_ori_117s/vocals.wav,0.9328,0.997,-18.13,1000,997,930,True
pair_21_ori_125s,pair_21_ori_125s.wav,pair_21_ori_125s/vocals.wav,0.9175,0.921,-18.03,1000,921,845,True
pair_21_ori_150s,pair_21_ori_150s.wav,pair_21_ori_150s/vocals.wav,0.9421,0.985,-17.23,1000,985,928,True
pair_21_ori_158s,pair_21_ori_158s.wav,pair_21_ori_158s/vocals.wav,0.9435,0.992,-18.2,1000,992,936,True
pair_21_ori_166s,pair_21_ori_166s.wav,pair_21_ori_166s/vocals.wav,0.8733,0.9,-19.22,1000,900,786,True
pair_21_ori_16s,pair_21_ori_16s.wav,pair_21_ori_16s/vocals.wav,0.8609,0.913,-17.82,1000,913,786,True
pair_21_ori_173s,pair_21_ori_173s.wav,pair_21_ori_173s/vocals.wav,0.8501,0.814,-19.29,1000,814,692,True
pair_21_ori_23s,pair_21_ori_23s.wav,pair_21_ori_23s/vocals.wav,0.8737,0.942,-17.54,1000,942,823,True
pair_21_ori_31s,pair_21_ori_31s.wav,pair_21_ori_31s/vocals.wav,0.8769,0.983,-17.12,1000,983,862,True
pair_21_ori_39s,pair_21_ori_39s.wav,pair_21_ori_39s/vocals.wav,0.8739,0.936,-17.8,1000,936,818,True
pair_21_ori_46s,pair_21_ori_46s.wav,pair_21_ori_46s/vocals.wav,0.8919,0.749,-19.81,1000,749,668,True
pair_21_ori_55s,pair_21_ori_55s.wav,pair_21_ori_55s/vocals.wav,0.9102,0.557,-21.56,1000,557,507,True
pair_21_ori_63s,pair_21_ori_63s.wav,pair_21_ori_63s/vocals.wav,0.8486,0.865,-19.31,1000,865,734,True
pair_21_ori_70s,pair_21_ori_70s.wav,pair_21_ori_70s/vocals.wav,0.8497,0.985,-18.84,1000,985,837,True
pair_21_ori_78s,pair_21_ori_78s.wav,pair_21_ori_78s/vocals.wav,0.8638,0.991,-18.33,1000,991,856,True
pair_21_ori_86s,pair_21_ori_86s.wav,pair_21_ori_86s/vocals.wav,0.8618,0.991,-17.81,1000,991,854,True
pair_21_ori_8s,pair_21_ori_8s.wav,pair_21_ori_8s/vocals.wav,0.8861,0.904,-17.96,1000,904,801,True
pair_21_ori_93s,pair_21_ori_93s.wav,pair_21_ori_93s/vocals.wav,0.8731,0.977,-17.64,1000,977,853,True
pair_22_comp_116s,pair_22_comp_116s.wav,pair_22_comp_116s/vocals.wav,0.9853,0.882,-22.63,1000,882,869,True
pair_22_comp_125s,pair_22_comp_125s.wav,pair_22_comp_125s/vocals.wav,0.9911,0.898,-22.93,1000,898,890,True
pair_22_comp_133s,pair_22_comp_133s.wav,pair_22_comp_133s/vocals.wav,0.9989,0.904,-22.89,1000,904,903,True
pair_22_comp_13s,pair_22_comp_13s.wav,pair_22_comp_13s/vocals.wav,0.9922,0.892,-25.61,1000,892,885,True
pair_22_comp_141s,pair_22_comp_141s.wav,pair_22_comp_141s/vocals.wav,1.0,0.903,-23.48,1000,903,903,True
pair_22_comp_149s,pair_22_comp_149s.wav,pair_22_comp_149s/vocals.wav,0.9944,0.9,-22.86,1000,900,895,True
pair_22_comp_157s,pair_22_comp_157s.wav,pair_22_comp_157s/vocals.wav,0.9889,0.72,-23.43,1000,720,712,True
pair_22_comp_165s,pair_22_comp_165s.wav,pair_22_comp_165s/vocals.wav,0.994,0.332,-26.31,1000,332,330,True
pair_22_comp_171s,pair_22_comp_171s.wav,pair_22_comp_171s/vocals.wav,1.0,0.0497,-44.8,724,36,36,False
pair_22_comp_1s,pair_22_comp_1s.wav,pair_22_comp_1s/vocals.wav,0.9905,0.316,-31.24,1000,316,313,True
pair_22_comp_22s,pair_22_comp_22s.wav,pair_22_comp_22s/vocals.wav,0.9877,0.894,-24.82,1000,894,883,True
pair_22_comp_29s,pair_22_comp_29s.wav,pair_22_comp_29s/vocals.wav,0.9937,0.947,-24.22,1000,947,941,True
pair_22_comp_37s,pair_22_comp_37s.wav,pair_22_comp_37s/vocals.wav,1.0,0.879,-23.3,1000,879,879,True
pair_22_comp_45s,pair_22_comp_45s.wav,pair_22_comp_45s/vocals.wav,0.9956,0.906,-23.74,1000,906,902,True
pair_22_comp_53s,pair_22_comp_53s.wav,pair_22_comp_53s/vocals.wav,0.9902,0.919,-23.83,1000,919,910,True
pair_22_comp_61s,pair_22_comp_61s.wav,pair_22_comp_61s/vocals.wav,0.9944,0.892,-24.74,1000,892,887,True
pair_22_comp_69s,pair_22_comp_69s.wav,pair_22_comp_69s/vocals.wav,0.9946,0.928,-23.74,1000,928,923,True
pair_22_comp_78s,pair_22_comp_78s.wav,pair_22_comp_78s/vocals.wav,0.9935,0.93,-22.56,1000,930,924,True
pair_22_comp_86s,pair_22_comp_86s.wav,pair_22_comp_86s/vocals.wav,0.9929,0.843,-23.62,1000,843,837,True
pair_22_comp_93s,pair_22_comp_93s.wav,pair_22_comp_93s/vocals.wav,0.9921,0.504,-26.5,1000,504,500,True
pair_22_comp_9s,pair_22_comp_9s.wav,pair_22_comp_9s/vocals.wav,0.9896,0.673,-27.4,1000,673,666,True
pair_22_ori_100s,pair_22_ori_100s.wav,pair_22_ori_100s/vocals.wav,0.9968,0.942,-20.28,1000,942,939,True
pair_22_ori_140s,pair_22_ori_140s.wav,pair_22_ori_140s/vocals.wav,0.9949,0.981,-16.03,1000,981,976,True
pair_22_ori_147s,pair_22_ori_147s.wav,pair_22_ori_147s/vocals.wav,0.9957,0.939,-16.83,1000,939,935,True
pair_22_ori_153s,pair_22_ori_153s.wav,pair_22_ori_153s/vocals.wav,0.9941,0.851,-17.46,1000,851,846,True
pair_22_ori_160s,pair_22_ori_160s.wav,pair_22_ori_160s/vocals.wav,0.9832,0.894,-17.41,1000,894,879,True
pair_22_ori_167s,pair_22_ori_167s.wav,pair_22_ori_167s/vocals.wav,0.9838,0.924,-17.09,1000,924,909,True
pair_22_ori_174s,pair_22_ori_174s.wav,pair_22_ori_174s/vocals.wav,0.9969,0.953,-16.24,1000,953,950,True
pair_22_ori_181s,pair_22_ori_181s.wav,pair_22_ori_181s/vocals.wav,1.0,0.802,-16.86,1000,802,802,True
pair_22_ori_188s,pair_22_ori_188s.wav,pair_22_ori_188s/vocals.wav,1.0,0.503,-19.47,1000,503,503,True
pair_22_ori_195s,pair_22_ori_195s.wav,pair_22_ori_195s/vocals.wav,1.0,0.135,-25.55,1000,135,135,True
pair_22_ori_23s,pair_22_ori_23s.wav,pair_22_ori_23s/vocals.wav,0.9953,0.633,-17.84,1000,633,630,True
pair_22_ori_30s,pair_22_ori_30s.wav,pair_22_ori_30s/vocals.wav,0.9964,0.825,-15.45,1000,825,822,True
pair_22_ori_33s,pair_22_ori_33s.wav,pair_22_ori_33s/vocals.wav,0.9937,0.955,-14.9,1000,955,949,True
pair_22_ori_40s,pair_22_ori_40s.wav,pair_22_ori_40s/vocals.wav,0.9928,0.971,-15.4,1000,971,964,True
pair_22_ori_46s,pair_22_ori_46s.wav,pair_22_ori_46s/vocals.wav,0.9917,0.961,-16.03,1000,961,953,True
pair_22_ori_53s,pair_22_ori_53s.wav,pair_22_ori_53s/vocals.wav,0.9958,0.952,-16.45,1000,952,948,True
pair_22_ori_60s,pair_22_ori_60s.wav,pair_22_ori_60s/vocals.wav,0.9916,0.947,-16.68,1000,947,939,True
pair_22_ori_67s,pair_22_ori_67s.wav,pair_22_ori_67s/vocals.wav,0.9969,0.959,-17.26,1000,959,956,True
pair_22_ori_73s,pair_22_ori_73s.wav,pair_22_ori_73s/vocals.wav,0.9967,0.904,-17.56,1000,904,901,True
pair_22_ori_80s,pair_22_ori_80s.wav,pair_22_ori_80s/vocals.wav,0.9978,0.917,-18.17,1000,917,915,True
pair_22_ori_87s,pair_22_ori_87s.wav,pair_22_ori_87s/vocals.wav,0.9902,0.915,-17.83,1000,915,906,True
pair_22_ori_93s,pair_22_ori_93s.wav,pair_22_ori_93s/vocals.wav,0.9866,0.893,-19.23,1000,893,881,True
pair_24_comp_21s,pair_24_comp_21s.wav,pair_24_comp_21s/vocals.wav,0.987,0.844,-21.1,1000,844,833,True
pair_24_ori_27s,pair_24_ori_27s.wav,pair_24_ori_27s/vocals.wav,0.962,0.632,-26.6,1000,632,608,True
pair_25_comp_110s,pair_25_comp_110s.wav,pair_25_comp_110s/vocals.wav,0.9778,0.63,-20.82,1000,630,616,True
pair_25_comp_126s,pair_25_comp_126s.wav,pair_25_comp_126s/vocals.wav,0.9531,0.832,-18.59,1000,832,793,True
pair_25_comp_140s,pair_25_comp_140s.wav,pair_25_comp_140s/vocals.wav,0.9648,0.967,-17.12,1000,967,933,True
pair_25_comp_202s,pair_25_comp_202s.wav,pair_25_comp_202s/vocals.wav,0.9939,0.983,-17.13,1000,983,977,True
pair_25_comp_217s,pair_25_comp_217s.wav,pair_25_comp_217s/vocals.wav,0.9873,0.867,-18.62,1000,867,856,True
pair_25_comp_232s,pair_25_comp_232s.wav,pair_25_comp_232s/vocals.wav,0.991,0.332,-24.98,1000,332,329,True
pair_25_comp_248s,pair_25_comp_248s.wav,pair_25_comp_248s/vocals.wav,0.0,0.0,-94.81,408,0,0,False
pair_25_comp_95s,pair_25_comp_95s.wav,pair_25_comp_95s/vocals.wav,0.9789,0.711,-19.39,1000,711,696,True
pair_25_ori_83s,pair_25_ori_83s.wav,pair_25_ori_83s/vocals.wav,0.9908,0.867,-22.32,1000,867,859,True
pair_25_ori_90s,pair_25_ori_90s.wav,pair_25_ori_90s/vocals.wav,0.9762,0.883,-20.69,1000,883,862,True
pair_25_ori_98s,pair_25_ori_98s.wav,pair_25_ori_98s/vocals.wav,0.9871,0.927,-19.34,1000,927,915,True
pair_27_comp_132s,pair_27_comp_132s.wav,pair_27_comp_132s/vocals.wav,0.9525,0.737,-23.08,1000,737,702,True
pair_27_comp_139s,pair_27_comp_139s.wav,pair_27_comp_139s/vocals.wav,0.9285,0.769,-22.78,1000,769,714,True
pair_27_comp_146s,pair_27_comp_146s.wav,pair_27_comp_146s/vocals.wav,0.9095,0.718,-23.72,1000,718,653,True
pair_27_comp_154s,pair_27_comp_154s.wav,pair_27_comp_154s/vocals.wav,0.9263,0.746,-22.85,1000,746,691,True
pair_27_comp_180s,pair_27_comp_180s.wav,pair_27_comp_180s/vocals.wav,0.9395,0.794,-22.54,1000,794,746,True
